TradeYear,Y,Size,Tenure,Distance,RoomNumber,Youseki,Reform
2019,16.012735135300492,20,28,6,1,600,0
2019,17.50439001207821,55,20,4,1,500,0
2019,17.341871082580436,25,10,4,1,500,0
2019,18.064005800013632,105,28,6,4,600,0
2019,17.14771506813948,30,10,3,1,700,0
2019,17.034386382832476,25,11,5,1,600,0
2019,16.951004773893423,30,21,6,1,600,0
2019,17.72753356339242,60,21,4,3,600,1
2024,17.64415195445337,30,3,4,1,700,0
2024,17.216707939626428,25,8,4,1,600,0
2024,18.064005800013632,55,29,8,2,500,1
2019,17.942644943009366,65,6,8,3,600,0
2024,18.146243898250606,50,19,4,1,600,0
2024,19.806975105072254,105,10,4,2,300,0
2019,17.7667542765457,50,14,4,1,600,0
2019,18.03501826314038,55,6,5,2,600,0
2019,18.0051652999907,55,6,5,2,600,0
2019,18.31532022829454,80,14,4,2,600,0
2019,18.51599092375669,75,53,5,2,600,0
2019,17.24949776244942,30,10,3,1,300,0
2019,16.300417207752275,20,12,3,1,300,0
2024,18.51599092375669,60,5,4,2,600,0
2024,18.75715298057358,70,14,6,2,600,1
2024,17.576710673657836,40,14,6,1,600,0
2019,18.60300230074632,75,9,6,2,600,0
2019,18.078190435005588,60,9,6,1,600,0
2024,16.213405830762646,15,36,16,1,400,0
2019,17.47907220409392,65,6,16,3,400,0
2019,16.64872390202049,50,40,18,3,400,0
2019,16.951004773893423,40,10,16,1,400,0
2024,17.216707939626428,60,34,15,2,500,1
2024,17.858561825798823,60,29,2,2,700,0
2024,17.073607095985757,25,17,3,1,500,0
2024,17.034386382832476,25,12,5,1,700,0
2024,17.665658159674333,55,29,2,2,700,0
2024,16.213405830762646,15,35,2,1,600,1
2024,17.073607095985757,25,17,3,1,500,1
2024,17.034386382832476,20,14,5,1,500,1
2024,16.454567887579532,15,35,2,1,600,1
2024,18.337299135013314,65,3,5,3,600,0
2024,17.875953568510692,60,29,2,2,700,1
2019,17.80449460452855,60,6,3,3,500,0
2019,17.034386382832476,25,11,4,1,500,0
2019,16.951004773893423,25,6,3,1,500,1
2019,17.24949776244942,25,1,6,1,500,0
2019,17.47907220409392,55,21,3,2,500,1
2019,17.034386382832476,25,7,6,1,600,0
2019,16.64872390202049,15,9,5,1,500,0
2019,17.24949776244942,55,18,3,3,500,0
2019,16.64872390202049,20,7,5,1,700,0
2024,16.38045991542581,15,44,3,1,800,0
2024,18.31532022829454,65,23,6,3,700,1
2024,17.14771506813948,25,15,2,1,600,0
2024,18.0051652999907,60,23,6,2,700,0
2024,18.159315979817958,60,7,6,2,700,0
2019,17.822843743196746,50,18,6,2,700,1
2019,17.7073308560749,60,18,6,2,700,0
2019,17.553180176247643,60,18,9,2,700,0
2019,17.64415195445337,50,18,6,2,700,0
2024,17.399029496420383,30,18,4,1,600,0
2019,17.111347423968603,25,13,2,1,600,0
2024,19.06253463012476,80,18,1,3,600,1
2024,18.197537192638155,70,22,7,3,300,0
2019,17.974393641323946,65,17,7,2,300,1
2019,17.909855120186375,80,17,7,3,300,0
2024,18.197537192638155,55,22,2,4,700,1
2024,17.111347423968603,25,25,4,1,500,0
2024,17.37085861945369,40,44,2,2,700,1
2024,17.14771506813948,25,18,6,1,700,0
2024,18.60300230074632,95,22,3,3,700,0
2024,17.785802471516394,40,19,3,1,700,1
2019,17.216707939626428,30,14,1,1,700,1
2019,17.216707939626428,40,39,2,2,700,1
2019,17.281246460764002,35,20,4,1,500,0
2019,17.111347423968603,25,17,3,1,700,1
2024,17.312018119430753,40,35,3,1,500,0
2024,18.184958410431296,65,22,5,3,600,0
2024,17.98989782785991,60,25,7,2,600,1
2024,17.182806387950748,25,18,4,1,700,1
2024,18.0051652999907,65,26,2,3,700,1
2024,17.182806387950748,25,25,7,1,600,1
2019,17.4264284706085,25,0,6,1,500,0
2019,17.24949776244942,50,20,7,2,600,0
2019,17.312018119430753,30,13,4,1,700,0
2019,17.47907220409392,60,20,7,2,600,0
2019,17.281246460764002,30,13,4,1,700,0
2019,17.111347423968603,30,13,4,1,700,0
2019,16.11809565095832,15,29,6,1,500,0
2024,17.665658159674333,50,10,14,2,400,1
2024,16.99356438831222,25,9,11,1,500,0
2024,17.281246460764002,35,16,8,1,400,0
2024,16.951004773893423,25,16,8,1,400,0
2024,16.860032995687696,25,16,8,1,400,0
2024,17.622173047734595,55,6,14,3,400,0
2019,17.7473361906886,60,1,14,3,400,1
2019,17.14771506813948,50,5,13,2,400,0
2019,17.7473361906886,60,1,14,3,400,0
2019,17.216707939626428,55,17,9,3,400,0
2019,17.785802471516394,55,1,14,3,400,0
2019,16.99356438831222,25,11,8,1,400,0
2024,17.785802471516394,40,3,5,1,500,0
2024,17.312018119430753,30,16,4,1,500,0
2024,18.0051652999907,60,24,4,2,700,0
2024,17.622173047734595,35,18,1,1,700,0
2024,17.312018119430753,30,16,4,1,500,0
2024,17.073607095985757,20,18,1,1,700,0
2024,17.64415195445337,50,18,1,2,700,0
2019,17.553180176247643,50,17,5,1,600,1
2019,17.312018119430753,30,11,4,1,500,1
2019,17.281246460764002,35,6,1,1,700,0
2019,17.50439001207821,40,8,4,1,500,0
2019,17.281246460764002,30,11,4,1,500,1
2019,17.073607095985757,40,21,1,2,700,0
2019,16.951004773893423,20,13,1,1,700,1
2019,17.599700191882537,65,21,3,3,500,0
2019,17.926384422137584,70,5,1,3,500,0
2019,17.216707939626428,40,13,2,1,700,0
2019,17.312018119430753,40,11,4,1,500,0
2019,16.90655301132259,25,13,4,1,500,0
2019,17.7473361906886,50,6,2,1,700,1
2019,17.216707939626428,40,8,7,1,600,0
2024,17.665658159674333,40,13,6,1,600,0
2024,17.576710673657836,40,15,5,1,600,0
2024,18.0051652999907,50,28,4,2,600,1
2024,17.312018119430753,25,5,4,1,500,0
2024,17.034386382832476,20,17,6,1,600,0
2019,16.99356438831222,20,12,6,1,600,0
2019,16.11809565095832,15,29,5,1,500,0
2019,16.759949537130716,25,12,6,1,600,0
2024,16.860032995687696,20,18,5,1,700,0
2019,17.909855120186375,80,16,1,3,600,0
2019,16.860032995687696,20,13,5,1,700,0
2019,17.50439001207821,45,16,1,2,600,0
2024,16.213405830762646,15,39,7,1,600,0
2024,17.7473361906886,50,20,6,2,600,0
2024,16.38045991542581,20,38,4,1,500,0
2019,16.300417207752275,25,33,4,1,500,0
2019,16.99356438831222,20,13,1,1,700,0
2019,17.034386382832476,25,13,1,1,700,0
2019,16.811242831518264,20,13,1,1,700,0
2024,17.72753356339242,40,21,2,2,700,1
2024,17.182806387950748,30,26,6,1,700,0
2024,17.399029496420383,35,17,8,1,400,0
2024,17.37085861945369,30,18,5,1,700,0
2024,18.420680743952367,90,20,3,3,700,0
2024,17.034386382832476,20,14,4,1,500,1
2024,17.073607095985757,30,26,6,1,700,0
2024,17.14771506813948,45,44,1,2,700,0
2019,17.24949776244942,35,12,2,1,700,1
2019,17.034386382832476,35,39,1,1,700,1
2019,16.588099280204055,30,29,4,1,500,0
2019,17.182806387950748,30,21,6,1,700,0
2019,17.216707939626428,35,13,5,1,700,0
2019,15.761420707019587,20,49,4,1,500,0
2019,17.341871082580436,70,20,4,3,500,0
2019,17.553180176247643,50,7,1,2,700,0
2019,18.03501826314038,70,15,7,3,500,1
2019,16.90655301132259,25,17,1,1,700,0
2019,17.7073308560749,60,16,8,2,500,0
2019,16.38045991542581,20,35,5,1,500,0
2024,17.182806387950748,25,8,7,1,500,0
2024,17.399029496420383,40,38,3,1,700,1
2024,17.942644943009366,50,9,4,2,700,0
2024,17.341871082580436,35,11,6,1,600,0
2019,17.7667542765457,65,5,9,2,700,1
2019,16.300417207752275,15,29,10,1,400,0
2019,17.073607095985757,30,9,7,1,600,1
2019,17.14771506813948,45,33,3,1,700,1
2024,17.14771506813948,20,15,9,1,500,0
2024,17.37085861945369,25,1,9,1,400,0
2024,17.341871082580436,25,1,9,1,400,0
2024,17.822843743196746,50,6,9,2,400,0
2024,17.553180176247643,90,34,10,4,400,0
2024,17.14771506813948,40,34,6,2,500,0
2024,17.312018119430753,25,2,7,1,700,0
2024,16.454567887579532,15,34,10,1,700,1
2024,16.951004773893423,25,12,6,1,500,0
2019,17.216707939626428,50,29,6,1,500,0
2019,17.399029496420383,45,10,9,2,500,0
2019,17.45309671769066,50,6,9,2,400,1
2019,16.860032995687696,40,29,6,2,500,0
2019,16.523560759066484,20,22,8,1,700,0
2019,16.300417207752275,15,29,10,1,400,0
2019,16.759949537130716,20,22,8,1,700,0
2024,15.955576721460545,15,35,13,1,400,0
2024,16.02378497148708,15,36,11,1,400,0
2024,17.14771506813948,25,8,11,1,400,0
2024,16.108045315104818,15,36,11,1,400,0
2024,17.034386382832476,30,16,11,1,400,0
2024,16.99356438831222,20,16,8,1,500,1
2024,16.70588231586044,25,13,8,1,400,0
2019,16.951004773893423,20,11,10,1,400,0
2019,17.111347423968603,25,3,11,1,400,0
2019,17.034386382832476,40,11,10,1,400,0
2019,16.70588231586044,25,11,8,1,500,0
2019,16.70588231586044,20,11,8,1,500,0
2019,16.811242831518264,25,11,8,1,500,1
2019,17.45309671769066,60,19,10,3,400,0
2019,16.759949537130716,25,11,8,1,500,0
2024,17.14771506813948,30,20,11,1,600,0
2024,17.182806387950748,25,8,8,1,500,0
2019,16.951004773893423,25,10,11,1,600,0
2019,17.98989782785991,60,11,8,2,500,0
2019,16.99356438831222,50,34,10,1,600,0
2024,18.064005800013632,60,25,9,2,500,0
2024,16.588099280204055,20,40,9,1,500,0
2019,16.454567887579532,15,41,6,1,600,1
2019,16.11809565095832,45,35,9,1,500,0
2019,17.281246460764002,40,30,5,1,500,1
2024,17.909855120186375,50,21,4,1,500,0
2024,17.622173047734595,35,7,2,1,500,0
2024,18.28141867661886,65,12,4,3,500,0
2024,17.182806387950748,25,7,2,1,500,0
2024,18.222229805228526,65,12,2,3,600,0
2019,17.034386382832476,25,6,7,1,600,0
2019,16.860032995687696,25,6,7,1,600,0
2019,17.111347423968603,20,10,6,1,500,1
2019,17.073607095985757,30,14,1,1,600,0
2019,17.37085861945369,50,16,4,2,500,0
2019,17.37085861945369,35,7,4,1,500,0
2024,17.599700191882537,25,1,9,1,600,0
2024,17.622173047734595,25,1,9,1,600,0
2024,18.146243898250606,65,23,2,1,600,1
2024,17.576710673657836,45,32,3,1,500,0
2024,18.0051652999907,35,1,9,1,600,0
2024,17.576710673657836,25,1,9,1,600,1
2024,17.599700191882537,25,1,9,1,600,0
2019,17.840862248699423,65,18,3,3,500,0
2019,16.951004773893423,20,11,8,1,600,0
2019,16.99356438831222,20,11,8,1,600,0
2024,17.4264284706085,40,15,6,1,500,0
2019,17.399029496420383,40,8,5,1,500,0
2019,17.553180176247643,55,13,4,2,600,0
2019,17.785802471516394,60,5,6,3,500,0
2024,18.197537192638155,50,3,8,2,600,0
2019,16.860032995687696,25,10,8,1,600,0
2024,17.942644943009366,50,5,5,2,500,0
2024,18.420680743952367,70,12,4,3,500,0
2024,17.909855120186375,50,5,5,2,500,0
2024,18.75715298057358,75,12,4,3,500,1
2024,18.159315979817958,55,12,4,2,500,0
2024,18.37985874943211,65,12,2,3,500,0
2024,17.111347423968603,25,9,7,1,600,0
2024,18.197537192638155,55,12,4,2,500,0
2019,18.03501826314038,65,7,4,2,500,0
2019,17.281246460764002,35,8,3,1,500,0
2019,18.105969999112666,60,7,4,3,500,0
2019,17.840862248699423,55,7,4,2,500,0
2019,17.182806387950748,30,12,4,1,600,0
2019,18.159315979817958,70,7,4,3,500,0
2019,17.182806387950748,35,12,4,1,600,0
2019,18.31532022829454,80,7,4,3,500,0
2019,17.24949776244942,45,21,5,2,500,0
2019,17.034386382832476,20,12,4,1,600,0
2019,17.50439001207821,45,8,2,1,500,0
2024,17.622173047734595,50,43,1,2,700,1
2024,17.599700191882537,40,22,4,1,500,1
2024,17.182806387950748,25,6,9,1,400,0
2024,17.216707939626428,25,1,9,1,400,1
2024,16.90655301132259,20,5,8,1,400,0
2024,17.24949776244942,30,9,9,1,400,0
2019,17.312018119430753,45,10,4,1,500,1
2019,16.759949537130716,25,10,3,1,600,0
2019,16.811242831518264,25,10,3,1,600,0
2024,17.529082624668582,40,18,8,1,500,0
2019,17.622173047734595,40,1,3,1,500,1
2019,17.686711568872166,40,1,3,1,500,0
2019,17.958645284355807,80,3,7,3,300,0
2024,16.64872390202049,15,40,3,1,600,1
2024,18.0051652999907,55,8,6,2,500,0
2024,17.073607095985757,25,10,7,1,500,0
2019,16.02378497148708,25,47,4,1,500,0
2019,17.341871082580436,45,3,3,1,600,0
2019,17.341871082580436,35,10,8,1,500,0
2024,17.822843743196746,40,1,4,1,500,0
2024,17.64415195445337,35,7,5,1,500,0
2024,17.822843743196746,70,17,6,3,300,0
2019,16.90655301132259,25,12,2,1,500,0
2019,17.111347423968603,25,6,6,1,500,0
2019,17.312018119430753,55,13,19,2,400,0
2024,17.858561825798823,60,18,19,3,400,1
2024,16.11809565095832,40,42,18,2,400,0
2024,17.98989782785991,105,18,18,3,400,1
2019,17.216707939626428,65,21,16,3,400,0
2019,17.216707939626428,65,21,16,3,400,0
2019,16.759949537130716,30,33,2,1,700,0
2024,17.974393641323946,65,25,12,2,500,0
2024,17.111347423968603,30,17,15,1,400,0
2024,17.529082624668582,65,33,18,2,500,1
2019,17.24949776244942,60,20,12,3,500,0
2024,17.942644943009366,45,5,4,1,600,0
2024,17.942644943009366,40,1,8,1,600,0
2024,18.683045008419857,75,3,3,2,600,0
2019,17.64415195445337,65,39,4,3,600,1
2019,17.64415195445337,55,21,2,2,500,1
2019,17.281246460764002,25,9,4,1,500,0
2019,17.312018119430753,45,39,4,2,600,0
2019,17.72753356339242,70,19,4,2,600,0
2024,17.034386382832476,30,25,3,1,700,0
2024,17.14771506813948,25,14,5,1,700,0
2024,17.72753356339242,40,7,8,1,600,0
2024,17.14771506813948,25,14,5,1,700,0
2024,17.182806387950748,25,17,8,1,500,0
2019,16.454567887579532,15,27,4,1,600,0
2019,17.073607095985757,25,12,8,1,500,0
2019,16.523560759066484,15,27,4,1,600,0
2019,17.281246460764002,30,14,4,1,700,1
2024,17.14771506813948,25,7,2,1,500,0
2019,17.47907220409392,45,17,1,2,600,0
2019,17.399029496420383,40,17,1,2,600,0
2019,17.576710673657836,45,12,4,2,500,0
2019,17.7667542765457,70,13,7,3,600,0
2024,17.80449460452855,50,24,8,1,600,0
2019,16.300417207752275,15,31,3,1,700,0
2024,17.909855120186375,60,11,7,3,600,0
2024,17.182806387950748,25,6,7,1,500,0
2024,17.37085861945369,45,24,5,1,600,0
2024,17.14771506813948,40,47,4,1,600,1
2024,15.830413578506539,15,32,7,1,500,0
2024,17.14771506813948,20,8,6,1,600,0
2019,17.281246460764002,45,42,4,2,600,1
2019,17.822843743196746,50,1,7,1,500,0
2019,17.073607095985757,25,7,4,1,600,1
2019,17.073607095985757,25,7,4,1,600,0
2024,17.45309671769066,30,6,5,1,500,0
2024,17.576710673657836,40,9,5,1,600,0
2024,18.02020317735524,50,9,6,2,500,0
2024,17.37085861945369,35,7,6,1,500,0
2019,17.034386382832476,25,4,6,1,600,0
2019,17.47907220409392,35,13,6,1,400,1
2024,17.665658159674333,50,22,5,2,500,0
2024,18.03501826314038,55,22,5,2,500,0
2019,17.7667542765457,60,18,4,2,500,1
2019,17.64415195445337,50,8,4,2,600,0
2019,16.860032995687696,25,11,5,1,500,0
2024,17.216707939626428,30,15,6,1,600,0
2024,17.686711568872166,40,4,3,1,600,0
2019,16.951004773893423,25,11,5,1,600,0
2019,16.90655301132259,25,10,7,1,500,0
2019,17.24949776244942,35,15,7,1,500,0
2024,17.50439001207821,40,6,4,1,600,0
2024,17.7073308560749,40,6,4,1,600,1
2024,17.312018119430753,25,10,3,1,400,1
2024,17.47907220409392,40,6,3,1,400,0
2024,16.454567887579532,20,14,5,1,500,1
2019,17.37085861945369,40,5,3,2,400,0
2019,17.034386382832476,25,9,4,1,500,0
2019,17.4264284706085,40,9,5,1,500,1
2019,16.759949537130716,30,7,3,1,600,1
2019,17.529082624668582,50,0,4,1,600,0
2019,17.37085861945369,50,14,1,2,400,0
2019,16.99356438831222,30,12,4,1,500,0
2019,17.034386382832476,25,12,4,1,500,1
2024,17.24949776244942,20,7,7,1,500,0
2024,17.182806387950748,30,16,3,1,600,0
2024,16.90655301132259,25,35,4,1,500,1
2024,16.90655301132259,30,15,2,1,600,0
2024,17.111347423968603,25,25,5,1,500,0
2024,17.98989782785991,50,11,4,2,500,0
2019,16.300417207752275,20,31,3,1,600,0
2019,17.182806387950748,40,9,4,1,500,0
2019,16.454567887579532,20,31,3,1,600,0
2019,17.37085861945369,25,0,7,1,500,0
2019,17.45309671769066,25,0,6,1,500,0
2019,17.14771506813948,30,11,4,1,600,0
2019,16.99356438831222,25,8,5,1,600,0
2019,17.47907220409392,60,21,5,3,500,0
2019,17.665658159674333,50,25,4,2,600,1
2019,17.281246460764002,35,9,4,1,500,0
2019,16.454567887579532,20,31,3,1,600,0
2019,17.37085861945369,35,10,3,1,500,0
2019,17.72753356339242,55,6,5,2,500,1
2019,17.72753356339242,60,21,6,2,500,1
2019,16.00156183470237,25,46,4,1,300,1
2024,18.60300230074632,60,1,4,3,500,0
2024,16.454567887579532,20,37,8,1,300,1
2024,18.172219384653864,65,20,6,3,500,1
2024,18.258161814454592,60,25,2,3,500,1
2019,17.599700191882537,55,15,6,2,500,0
2019,17.281246460764002,40,15,6,1,500,0
2024,17.073607095985757,25,8,6,1,500,0
2019,17.599700191882537,55,20,6,2,500,1
2024,18.132998671500584,70,21,6,3,700,1
2024,17.073607095985757,25,7,5,1,500,0
2024,18.197537192638155,80,21,6,3,700,1
2024,17.034386382832476,25,8,6,1,400,0
2024,17.073607095985757,25,8,6,1,400,0
2024,17.034386382832476,25,8,6,1,400,0
2024,17.281246460764002,30,15,6,1,400,0
2024,17.875953568510692,60,21,6,2,700,0
2024,17.822843743196746,55,27,6,3,500,1
2024,17.50439001207821,65,22,5,3,700,0
2019,17.529082624668582,60,16,6,2,700,0
2019,17.281246460764002,35,10,6,1,400,0
2019,17.622173047734595,70,16,5,3,700,0
2019,17.529082624668582,60,16,6,2,700,0
2019,17.50439001207821,50,8,6,2,700,1
2019,17.14771506813948,25,1,7,1,700,0
2024,16.811242831518264,20,23,1,1,500,0
2024,16.951004773893423,20,18,3,1,300,0
2024,17.875953568510692,50,19,1,2,500,0
2019,16.951004773893423,20,10,1,1,500,0
2019,17.034386382832476,45,33,3,2,300,0
2019,16.90655301132259,20,10,1,1,500,0
2019,17.822843743196746,65,18,1,3,500,0
2019,16.70588231586044,20,10,1,1,500,0
2024,17.64415195445337,60,23,15,3,300,0
2024,16.99356438831222,25,11,12,1,300,0
2024,18.258161814454592,65,4,12,2,500,0
2019,17.785802471516394,65,5,14,3,300,0
2019,16.811242831518264,25,6,12,1,300,0
2019,16.811242831518264,25,6,13,1,300,1
2024,17.312018119430753,35,40,12,1,500,1
2024,17.341871082580436,45,35,11,1,300,0
2024,17.111347423968603,25,6,12,1,500,0
2024,17.665658159674333,50,18,4,2,300,0
2024,16.300417207752275,20,32,11,1,500,1
2024,17.599700191882537,50,15,11,1,300,0
2024,18.064005800013632,80,16,10,3,500,0
2019,16.759949537130716,20,30,11,1,300,0
2019,16.454567887579532,15,28,10,1,300,1
2019,17.034386382832476,20,11,12,1,500,0
2019,16.588099280204055,20,11,12,1,500,0
2024,17.64415195445337,40,7,12,1,500,0
2024,17.034386382832476,25,10,11,1,300,0
2024,18.105969999112666,70,22,9,3,300,0
2024,16.64872390202049,25,35,11,1,500,0
2024,17.182806387950748,25,7,7,1,300,0
2024,16.951004773893423,20,16,9,1,500,0
2024,16.454567887579532,15,32,6,1,300,0
2024,17.576710673657836,60,27,7,3,300,0
2024,18.03501826314038,60,12,8,3,500,0
2019,17.073607095985757,25,7,6,1,500,1
2019,16.99356438831222,20,10,7,1,300,0
2019,16.90655301132259,25,7,8,1,500,0
2019,16.951004773893423,20,12,8,1,300,1
2019,16.951004773893423,20,10,7,1,300,0
2019,16.759949537130716,20,16,5,1,300,0
2019,17.073607095985757,25,12,6,1,300,0
2019,16.90655301132259,25,7,8,1,500,0
2019,16.90655301132259,20,11,3,1,300,0
2019,16.213405830762646,20,28,11,1,500,1
2019,16.90655301132259,20,12,10,1,500,0
2019,16.99356438831222,20,12,6,1,300,0
2019,17.665658159674333,70,17,11,3,300,0
2019,16.860032995687696,20,10,5,1,500,0
2019,16.012735135300492,15,27,6,1,300,0
2019,16.951004773893423,30,4,8,1,500,0
2024,17.4264284706085,45,34,3,2,400,0
2024,17.034386382832476,25,8,6,1,300,1
2024,17.111347423968603,25,8,6,1,300,0
2019,17.182806387950748,25,1,8,1,400,0
2019,17.24949776244942,25,1,3,1,300,0
2019,17.622173047734595,55,27,1,2,300,1
2019,17.47907220409392,60,20,6,3,200,0
2019,17.7073308560749,50,5,4,2,400,0
2019,17.182806387950748,25,1,8,1,400,0
2019,17.182806387950748,25,1,8,1,400,0
2019,16.11809565095832,15,27,2,1,400,0
2024,18.184958410431296,80,21,3,4,400,0
2024,17.98989782785991,55,22,11,2,400,1
2024,17.034386382832476,20,17,12,1,300,0
2024,17.942644943009366,65,18,9,2,300,0
2024,17.182806387950748,25,8,8,1,400,0
2024,16.99356438831222,20,16,10,1,400,0
2024,17.14771506813948,35,39,9,1,300,1
2019,17.974393641323946,65,4,8,2,400,0
2019,17.50439001207821,45,14,9,2,400,1
2019,17.47907220409392,55,23,8,2,300,1
2019,16.90655301132259,20,11,7,1,300,0
2019,16.99356438831222,20,11,10,1,400,0
2019,16.99356438831222,20,11,10,1,400,0
2019,17.72753356339242,50,8,8,1,400,0
2024,17.822843743196746,50,10,3,2,400,0
2024,16.811242831518264,20,18,10,1,300,0
2024,17.576710673657836,40,12,10,1,500,0
2024,16.99356438831222,25,18,3,1,300,0
2024,17.686711568872166,50,37,10,2,500,1
2024,17.50439001207821,50,47,5,2,300,1
2019,17.785802471516394,45,1,9,2,300,0
2019,17.312018119430753,40,7,10,1,500,1
2019,17.553180176247643,50,14,5,3,400,1
2019,16.759949537130716,40,42,5,2,300,0
2024,17.216707939626428,25,7,4,1,300,0
2024,17.281246460764002,25,4,5,1,500,0
2024,17.216707939626428,25,7,4,1,300,1
2024,18.105969999112666,70,28,3,3,300,1
2024,18.119575651168443,70,27,3,3,500,0
2024,17.686711568872166,40,7,4,1,300,0
2024,17.529082624668582,35,16,2,1,300,0
2024,17.4264284706085,40,37,1,1,500,1
2024,17.341871082580436,25,4,5,1,500,0
2024,16.99356438831222,25,7,1,1,500,0
2019,17.529082624668582,55,15,1,2,500,0
2019,17.47907220409392,60,17,2,2,500,0
2019,17.50439001207821,55,32,3,3,300,1
2019,16.860032995687696,20,11,2,1,500,0
2019,16.951004773893423,20,11,2,1,300,1
2019,17.622173047734595,60,27,1,3,500,1
2019,17.665658159674333,65,17,2,3,500,1
2019,17.974393641323946,105,27,1,2,500,0
2019,17.50439001207821,55,32,3,2,300,1
2019,17.98989782785991,105,27,1,3,500,0
2024,17.875953568510692,50,28,4,2,300,1
2024,17.72753356339242,65,28,8,3,400,1
2024,17.529082624668582,35,8,4,1,300,0
2024,18.410630408098864,70,9,3,3,300,1
2024,17.182806387950748,55,44,1,2,200,0
2024,17.529082624668582,40,17,5,1,400,0
2024,17.182806387950748,25,8,4,1,300,0
2024,17.785802471516394,55,28,4,3,400,1
2024,17.665658159674333,60,44,1,3,200,1
2024,17.14771506813948,25,8,4,1,300,1
2024,17.7667542765457,65,44,1,2,200,1
2024,16.213405830762646,15,33,2,1,200,0
2019,17.622173047734595,55,21,2,3,200,1
2019,16.70588231586044,30,10,7,1,200,0
2019,18.0051652999907,70,4,2,3,300,0
2019,16.811242831518264,30,10,6,1,200,0
2019,17.4264284706085,60,21,3,2,200,1
2019,17.182806387950748,35,10,7,1,200,1
2019,17.47907220409392,50,7,5,2,300,0
2019,15.732433170146335,15,28,2,1,200,0
2024,17.111347423968603,25,8,5,1,200,0
2024,18.28141867661886,65,13,6,3,500,0
2024,18.172219384653864,65,10,6,3,500,0
2024,16.90655301132259,20,17,3,1,500,0
2024,16.213405830762646,25,50,6,1,400,0
2024,16.99356438831222,20,17,3,1,500,0
2019,18.222229805228526,80,8,6,3,500,0
2019,16.99356438831222,20,12,2,1,500,0
2019,17.875953568510692,65,14,6,3,500,0
2024,17.7667542765457,55,28,7,3,300,1
2024,16.99356438831222,25,12,10,1,300,0
