Price,Size,Tenure,DistanceStation,Reform
5.075173815233827,80,7,5,0
5.298317366548036,95,7,5,0
4.941642422609304,70,7,5,0
4.477336814478207,40,7,3,0
5.3471075307174685,75,7,3,0
5.438079308923196,70,7,3,0
4.941642422609304,55,7,3,0
5.0106352940962555,75,7,5,0
5.075173815233827,70,7,3,1
4.867534450455582,70,3,5,0
4.060443010546419,45,9,3,0
4.110873864173311,55,21,5,0
3.970291913552122,45,21,5,0
5.0106352940962555,70,3,3,0
4.867534450455582,85,4,2,1
5.135798437050262,80,3,5,0
4.700480365792417,70,4,2,0
5.075173815233827,110,14,4,0
4.700480365792417,65,4,2,1
5.247024072160486,100,3,5,0
5.768320995793772,145,12,6,1
4.3694478524670215,60,22,2,0
4.941642422609304,90,18,2,1
4.700480365792417,90,18,2,0
4.442651256490317,70,18,2,0
4.787491742782046,70,43,4,1
4.700480365792417,50,4,5,1
4.787491742782046,75,2,2,0
4.31748811353631,55,7,3,1
4.787491742782046,75,2,2,0
2.302585092994046,15,32,4,0
3.4011973816621555,45,32,5,0
3.8066624897703196,40,16,8,0
3.8501476017100584,50,5,8,0
2.302585092994046,20,39,6,0
3.2188758248682006,20,18,2,0
3.1354942159291497,20,14,2,0
3.4011973816621555,25,1,3,0
3.1780538303479458,20,14,4,0
3.044522437723423,20,14,2,0
3.091042453358316,15,15,3,1
3.091042453358316,20,14,4,0
3.044522437723423,20,32,3,1
3.1780538303479458,25,17,3,0
4.204692619390966,60,21,3,1
3.1780538303479458,20,14,2,1
3.332204510175204,30,19,2,0
2.8903717578961645,20,26,3,1
1.6094379124341003,20,35,2,0
3.091042453358316,25,19,2,0
4.007333185232471,60,17,4,0
3.9318256327243257,65,11,0,0
4.174387269895637,65,14,8,0
4.248495242049359,50,11,0,0
3.091042453358316,20,14,5,0
3.6888794541139363,50,5,6,0
3.7376696182833684,40,9,5,0
4.442651256490317,70,11,0,0
4.465908118654584,75,13,6,0
4.174387269895637,65,14,8,0
4.532599493153256,80,13,6,0
3.258096538021482,35,48,10,1
3.9889840465642745,50,7,2,0
5.075173815233827,95,11,0,0
4.442651256490317,70,5,6,1
4.867534450455582,100,13,6,1
3.828641396489095,50,18,4,0
3.713572066704308,45,9,5,0
4.564348191467836,70,5,6,0
4.276666119016055,55,5,6,0
4.189654742026425,55,5,6,0
4.248495242049359,70,13,6,0
2.9444389791664403,35,48,10,0
2.6390573296152584,25,41,1,0
4.127134385045092,55,5,6,0
4.276666119016055,70,13,6,0
3.044522437723423,30,48,10,1
4.430816798843313,75,5,6,0
3.912023005428146,40,1,6,0
4.04305126783455,60,9,6,0
4.356708826689592,80,1,6,0
3.8918202981106265,55,1,6,0
4.2626798770413155,70,1,6,0
4.787491742782046,80,7,0,0
4.02535169073515,60,1,6,0
4.110873864173311,60,9,6,0
4.430816798843313,70,1,6,1
3.5553480614894135,35,7,3,0
3.9889840465642745,55,1,6,0
2.772588722239781,20,46,2,0
4.382026634673881,80,7,0,0
3.6635616461296463,35,7,3,0
4.2626798770413155,70,1,6,0
4.700480365792417,80,1,6,0
4.02535169073515,65,17,5,1
3.5553480614894135,35,7,3,1
3.4965075614664802,35,5,8,0
4.276666119016055,75,1,6,0
4.060443010546419,65,1,6,0
4.343805421853684,75,9,6,0
3.871201010907891,40,1,6,0
3.871201010907891,75,10,8,0
2.995732273553991,20,14,3,0
4.248495242049359,70,1,6,0
4.060443010546419,65,5,8,0
4.204692619390966,75,9,6,1
4.532599493153256,75,7,0,1
4.07753744390572,55,1,6,0
4.290459441148391,70,1,6,0
3.7376696182833684,40,1,6,1
4.418840607796598,70,1,6,0
4.0943445622221,70,5,8,0
4.290459441148391,75,9,6,0
4.605170185988092,105,9,6,0
3.7376696182833684,50,17,5,1
4.248495242049359,70,9,6,0
3.828641396489095,45,1,6,0
3.5553480614894135,35,7,3,0
3.5553480614894135,35,7,3,0
3.8066624897703196,60,17,2,1
4.007333185232471,75,17,9,0
3.7612001156935624,45,1,6,0
4.07753744390572,65,9,6,0
4.07753744390572,65,9,6,0
3.4965075614664802,40,5,8,0
3.912023005428146,70,14,4,0
4.30406509320417,85,9,6,0
4.143134726391533,70,9,6,0
3.6888794541139363,45,10,8,0
4.30406509320417,55,7,0,0
3.9318256327243257,60,10,8,0
3.5553480614894135,45,5,5,0
3.9889840465642745,60,9,6,1
3.871201010907891,60,10,8,0
3.8501476017100584,55,5,8,0
4.276666119016055,70,1,6,0
4.02535169073515,60,3,3,0
4.276666119016055,75,9,6,0
4.23410650459726,60,7,0,0
4.605170185988092,110,9,6,1
4.04305126783455,55,1,6,0
4.143134726391533,70,9,6,0
4.204692619390966,65,1,6,0
4.143134726391533,55,7,0,0
3.871201010907891,40,1,6,0
4.060443010546419,75,5,8,0
3.258096538021482,20,14,2,0
3.8066624897703196,40,17,3,0
4.007333185232471,40,10,2,0
2.772588722239781,30,18,2,1
4.04305126783455,35,5,3,0
3.5263605246161616,20,17,3,0
3.332204510175204,20,18,2,0
3.6635616461296463,25,14,2,1
3.332204510175204,25,17,2,0
3.367295829986474,20,16,3,0
4.143134726391533,50,18,3,0
4.2626798770413155,55,17,2,1
3.58351893845611,25,13,2,0
3.1354942159291497,20,14,7,0
3.258096538021482,20,12,3,0
3.367295829986474,25,13,1,0
3.1780538303479458,20,13,7,1
3.6888794541139363,35,13,2,0
2.3978952727983707,20,44,3,0
3.4965075614664802,25,10,5,0
2.5649493574615367,20,47,8,0
3.1780538303479458,20,20,7,0
4.290459441148391,70,19,9,1
3.8066624897703196,55,18,9,1
3.4011973816621555,25,6,5,0
2.4849066497880004,20,40,3,1
3.1780538303479458,35,39,8,1
2.995732273553991,20,18,4,0
4.343805421853684,60,6,4,0
2.833213344056216,30,39,4,0
3.4011973816621555,40,17,3,0
3.8066624897703196,40,16,9,0
3.4657359027997265,30,9,5,0
4.290459441148391,60,24,7,1
3.4965075614664802,35,40,5,1
3.1780538303479458,20,19,4,0
3.5263605246161616,40,39,4,1
3.2188758248682006,20,20,4,1
3.7376696182833684,50,20,8,0
4.553876891600541,70,6,5,0
3.044522437723423,20,22,7,0
3.1354942159291497,25,5,7,0
2.772588722239781,30,35,4,0
2.995732273553991,20,15,6,0
3.1780538303479458,20,5,3,0
3.7376696182833684,40,6,4,0
3.258096538021482,35,35,3,0
3.332204510175204,20,5,3,0
3.091042453358316,15,13,4,1
4.127134385045092,70,12,7,0
3.091042453358316,20,15,4,0
3.1354942159291497,25,5,6,1
3.6888794541139363,40,6,4,0
3.044522437723423,25,18,7,0
3.044522437723423,20,15,5,1
3.5263605246161616,45,16,4,0
2.9444389791664403,20,13,3,1
3.1354942159291497,25,5,11,0
2.9444389791664403,20,13,2,1
4.0943445622221,60,2,4,0
3.4339872044851463,25,20,3,0
3.9512437185814275,40,8,2,0
4.30406509320417,55,9,1,0
4.23410650459726,45,20,3,1
3.9318256327243257,60,18,3,0
3.367295829986474,45,38,3,1
4.499809670330265,80,17,2,0
3.295836866004329,20,16,1,0
3.6375861597263857,45,50,1,1
3.2188758248682006,15,21,1,0
4.060443010546419,65,21,1,0
3.2188758248682006,20,16,1,0
3.58351893845611,40,16,1,0
3.295836866004329,20,16,1,0
3.5553480614894135,40,17,2,0
3.091042453358316,20,15,1,0
3.044522437723423,20,15,1,0
3.1780538303479458,20,12,1,0
2.772588722239781,35,46,1,0
3.1780538303479458,20,19,2,1
2.9444389791664403,20,17,3,0
3.9889840465642745,35,7,2,0
3.2188758248682006,20,18,4,0
4.23410650459726,55,9,6,0
3.9512437185814275,40,4,1,0
3.4657359027997265,20,14,5,0
3.970291913552122,40,4,1,0
4.382026634673881,55,6,4,0
4.442651256490317,55,0,3,0
4.1588830833596715,55,9,6,0
4.605170185988092,70,6,4,0
4.30406509320417,55,0,3,0
4.23410650459726,55,7,1,0
3.091042453358316,20,22,5,1
2.70805020110221,20,39,6,0
4.442651256490317,70,9,6,0
4.356708826689592,125,41,4,0
3.4011973816621555,35,37,4,1
3.828641396489095,45,12,2,0
3.258096538021482,20,10,5,0
4.127134385045092,65,17,5,0
3.1780538303479458,25,13,1,0
4.060443010546419,60,13,4,0
4.290459441148391,70,15,3,1
3.1354942159291497,30,31,3,0
4.110873864173311,55,5,5,0
2.833213344056216,20,38,4,0
2.833213344056216,40,18,5,0
2.0794415416798357,25,35,3,0
3.871201010907891,50,4,5,0
4.060443010546419,60,13,4,1
2.6390573296152584,20,35,7,0
2.772588722239781,20,13,3,0
2.833213344056216,20,13,3,0
3.2188758248682006,40,37,5,0
3.4657359027997265,30,49,4,1
2.772588722239781,20,39,3,0
3.8501476017100584,40,17,3,1
2.70805020110221,20,40,3,0
3.258096538021482,15,17,3,0
3.258096538021482,20,13,3,0
3.713572066704308,50,50,4,1
2.833213344056216,15,25,6,0
3.332204510175204,25,13,6,0
1.9459101490553132,25,43,4,0
3.295836866004329,45,46,4,1
2.6390573296152584,15,21,6,0
2.995732273553991,25,50,4,1
3.713572066704308,40,9,4,0
4.867534450455582,75,1,2,0
4.394449154672439,60,16,3,1
4.248495242049359,45,6,0,0
4.2626798770413155,60,20,6,1
4.787491742782046,75,6,0,0
4.543294782270004,80,18,0,0
3.58351893845611,35,37,2,0
3.258096538021482,20,19,2,0
3.9889840465642745,40,1,2,0
4.442651256490317,70,4,2,0
3.1780538303479458,20,18,3,0
4.564348191467836,70,1,2,1
4.219507705176107,70,18,0,0
3.332204510175204,40,50,4,1
4.605170185988092,70,1,2,0
4.276666119016055,50,6,0,0
4.941642422609304,80,6,0,0
3.970291913552122,40,1,2,0
3.9889840465642745,40,1,2,0
4.04305126783455,70,37,2,0
4.23410650459726,50,6,0,0
3.1780538303479458,20,18,3,1
4.356708826689592,60,6,2,0
3.9889840465642745,60,23,3,1
3.1354942159291497,20,15,2,0
2.9444389791664403,20,14,1,0
3.8918202981106265,50,9,4,0
4.007333185232471,40,2,0,0
3.9318256327243257,55,5,4,0
4.605170185988092,95,4,4,0
3.044522437723423,20,15,2,0
4.219507705176107,70,14,0,0
3.091042453358316,20,17,3,0
3.8066624897703196,60,22,3,1
3.091042453358316,20,14,4,0
3.044522437723423,15,17,3,0
3.1354942159291497,20,15,2,0
3.4011973816621555,35,13,3,0
4.174387269895637,75,5,4,0
3.9889840465642745,55,14,2,0
4.007333185232471,60,5,4,1
4.700480365792417,80,22,9,0
4.110873864173311,60,17,1,0
4.0943445622221,55,30,7,0
3.2188758248682006,20,18,1,0
4.356708826689592,75,5,3,0
4.867534450455582,85,22,9,0
3.5553480614894135,35,17,3,0
3.912023005428146,40,17,3,0
3.6635616461296463,30,17,3,1
4.23410650459726,60,17,3,0
0.4054651081081644,25,48,3,0
2.5649493574615367,25,48,3,1
5.0106352940962555,80,22,9,1
3.2188758248682006,20,18,1,0
4.127134385045092,55,28,8,1
3.8066624897703196,40,17,3,0
3.1354942159291497,20,18,1,1
4.574710978503383,80,5,3,0
4.0943445622221,60,30,7,0
4.343805421853684,65,22,9,0
4.04305126783455,55,22,9,0
4.605170185988092,85,28,8,0
4.787491742782046,80,22,9,1
3.828641396489095,40,10,0,0
4.174387269895637,55,19,1,0
3.044522437723423,20,14,1,0
4.1588830833596715,60,18,8,1
4.143134726391533,65,13,3,0
2.70805020110221,25,44,3,0
2.4849066497880004,25,44,3,0
4.007333185232471,60,15,1,1
4.110873864173311,60,6,1,1
4.2626798770413155,70,7,1,0
4.060443010546419,65,13,1,0
4.0943445622221,70,26,7,0
3.4657359027997265,40,17,3,0
4.0943445622221,60,15,1,0
4.406719247264253,80,13,3,0
3.295836866004329,25,6,3,0
3.8918202981106265,35,13,2,0
3.7376696182833684,35,13,3,0
3.1354942159291497,20,19,3,1
3.828641396489095,30,3,1,0
3.2188758248682006,20,19,3,1
3.367295829986474,30,14,2,0
3.5263605246161616,25,8,2,0
3.295836866004329,20,17,2,0
3.6635616461296463,30,14,2,0
4.31748811353631,70,17,2,0
3.9512437185814275,55,18,3,0
3.912023005428146,55,15,3,1
3.258096538021482,25,15,3,0
3.1354942159291497,25,15,3,0
2.833213344056216,20,15,3,0
4.110873864173311,70,15,3,0
3.9889840465642745,40,2,3,0
3.091042453358316,20,18,3,0
2.995732273553991,20,14,3,0
4.204692619390966,50,7,3,0
4.02535169073515,50,21,2,0
4.04305126783455,55,39,2,1
4.219507705176107,55,18,3,0
3.1780538303479458,20,16,3,1
4.477336814478207,65,6,2,0
2.995732273553991,20,17,2,0
3.6109179126442243,35,24,2,0
4.143134726391533,60,23,1,0
4.174387269895637,60,6,3,0
4.31748811353631,50,6,4,0
4.219507705176107,60,16,1,0
3.091042453358316,25,19,2,0
3.1780538303479458,20,15,3,1
2.8903717578961645,25,19,2,0
4.07753744390572,70,15,3,0
3.4657359027997265,40,16,2,0
2.8903717578961645,20,19,2,0
2.995732273553991,20,18,4,0
3.1354942159291497,25,5,4,0
3.091042453358316,20,19,2,0
3.044522437723423,20,13,2,0
3.6375861597263857,40,12,2,0
2.833213344056216,20,15,4,0
2.833213344056216,20,19,2,0
3.6888794541139363,40,20,2,1
2.8903717578961645,20,32,2,1
2.8903717578961645,15,18,4,1
2.3978952727983707,15,38,4,0
3.5263605246161616,25,13,3,0
3.4011973816621555,25,18,1,0
3.367295829986474,20,18,1,0
3.1780538303479458,20,17,3,0
3.1354942159291497,20,14,1,0
3.4011973816621555,20,19,2,0
4.477336814478207,65,8,2,0
3.6635616461296463,30,12,3,0
2.4849066497880004,20,34,1,0
2.995732273553991,45,17,2,0
3.367295829986474,25,11,4,0
3.1780538303479458,20,14,3,0
3.091042453358316,20,14,3,0
3.1354942159291497,20,14,3,0
3.091042453358316,20,14,3,0
3.8066624897703196,50,14,6,0
3.5553480614894135,30,4,1,0
4.110873864173311,60,6,1,0
4.0943445622221,65,11,1,0
3.044522437723423,20,14,2,0
4.007333185232471,50,9,1,0
3.1354942159291497,20,19,2,0
2.8903717578961645,20,13,2,1
3.091042453358316,20,15,2,0
3.58351893845611,40,20,6,0
2.772588722239781,20,20,5,0
2.9444389791664403,15,16,6,0
3.871201010907891,55,12,4,0
3.7376696182833684,35,21,5,0
3.4965075614664802,40,17,5,1
3.4657359027997265,35,17,5,0
2.995732273553991,20,15,5,1
3.295836866004329,25,22,4,0
3.6375861597263857,40,9,5,0
4.454347296253507,55,2,3,0
4.553876891600541,70,5,2,0
3.7376696182833684,40,8,4,0
4.276666119016055,60,15,3,1
3.4339872044851463,20,7,7,0
3.295836866004329,20,13,5,0
3.5553480614894135,30,17,4,0
4.219507705176107,60,23,4,1
3.970291913552122,55,13,5,0
4.0943445622221,50,7,7,1
3.258096538021482,20,13,5,0
3.912023005428146,35,5,4,0
3.4011973816621555,45,38,7,1
3.091042453358316,20,14,7,1
2.833213344056216,30,15,4,0
3.6375861597263857,50,19,6,1
3.58351893845611,40,15,6,0
3.044522437723423,30,41,4,1
3.4965075614664802,40,14,6,1
3.091042453358316,20,13,1,0
3.9889840465642745,55,14,3,1
3.6109179126442243,35,20,3,0
3.784189633918261,45,16,1,0
4.290459441148391,55,8,3,0
3.258096538021482,20,18,3,0
3.6888794541139363,40,16,1,0
3.044522437723423,15,22,0,0
4.382026634673881,75,16,1,1
3.091042453358316,20,22,1,0
3.912023005428146,45,23,3,0
2.995732273553991,15,22,0,0
4.31748811353631,70,19,4,0
3.1780538303479458,20,19,3,0
3.1354942159291497,25,18,1,0
3.6109179126442243,40,15,3,0
2.9444389791664403,40,12,1,0
3.044522437723423,20,14,2,0
3.8918202981106265,60,19,3,1
4.127134385045092,50,6,4,0
4.23410650459726,60,3,1,0
3.332204510175204,30,13,0,0
3.2188758248682006,25,6,1,0
2.5649493574615367,20,15,1,0
3.2188758248682006,20,16,2,0
4.382026634673881,65,7,2,0
3.1354942159291497,20,22,4,0
3.784189633918261,40,23,3,1
3.6109179126442243,40,39,3,1
3.4339872044851463,25,6,5,0
3.6888794541139363,40,40,2,1
2.4849066497880004,35,41,3,0
2.6390573296152584,20,40,1,0
4.418840607796598,75,7,2,0
3.367295829986474,25,10,5,0
3.044522437723423,25,41,3,1
2.833213344056216,20,16,4,0
3.295836866004329,30,36,1,1
2.5649493574615367,25,36,1,0
2.1972245773362196,25,37,3,0
3.7612001156935624,35,2,5,0
2.70805020110221,20,36,1,1
3.4657359027997265,30,22,8,1
3.295836866004329,20,17,4,1
4.276666119016055,65,16,4,0
4.553876891600541,85,23,5,0
3.2188758248682006,30,18,8,0
3.2188758248682006,20,13,3,0
3.1354942159291497,20,13,3,0
3.1354942159291497,20,13,3,0
3.2188758248682006,20,13,3,0
3.6635616461296463,40,6,5,0
3.6888794541139363,35,6,5,0
3.1780538303479458,20,18,2,1
3.5263605246161616,40,17,5,0
4.060443010546419,50,22,1,0
3.58351893845611,35,11,4,0
3.912023005428146,40,16,2,1
3.1780538303479458,30,17,5,0
3.912023005428146,35,9,5,1
4.584967478670572,60,5,0,0
4.127134385045092,55,21,3,1
3.828641396489095,35,13,4,0
3.8066624897703196,35,17,6,1
4.127134385045092,55,16,2,1
3.332204510175204,25,7,3,0
3.4965075614664802,25,7,5,0
2.6390573296152584,40,47,2,0
3.912023005428146,40,17,3,1
3.1780538303479458,20,19,2,0
3.2188758248682006,25,23,3,0
3.6109179126442243,45,37,5,0
3.6375861597263857,25,2,4,0
4.23410650459726,55,14,3,0
4.787491742782046,65,5,0,0
4.02535169073515,40,5,0,0
3.5263605246161616,25,8,5,0
2.70805020110221,15,37,5,0
3.4339872044851463,40,17,5,0
3.367295829986474,25,8,5,0
3.8918202981106265,35,22,1,1
4.59511985013459,70,3,2,0
3.4965075614664802,25,7,5,0
3.044522437723423,20,19,5,0
3.970291913552122,55,14,3,0
3.1780538303479458,25,23,3,0
3.1780538303479458,20,18,4,0
3.6888794541139363,35,21,1,0
5.075173815233827,50,6,6,0
4.442651256490317,70,4,2,0
4.02535169073515,40,11,5,0
3.5553480614894135,40,12,4,0
3.912023005428146,60,18,5,0
3.044522437723423,20,14,4,0
3.6109179126442243,35,13,6,0
2.8903717578961645,20,11,5,0
3.1354942159291497,20,18,3,0
3.6375861597263857,40,11,3,1
3.5263605246161616,40,15,2,0
2.70805020110221,20,15,2,0
3.784189633918261,40,1,4,0
3.784189633918261,40,9,4,1
3.7612001156935624,65,37,4,0
3.713572066704308,35,12,1,0
3.9318256327243257,55,18,1,0
3.1780538303479458,20,15,2,0
3.091042453358316,25,19,3,0
4.110873864173311,55,1,4,0
2.833213344056216,25,19,3,0
3.6888794541139363,40,6,4,0
3.7376696182833684,50,18,2,0
2.833213344056216,25,19,3,0
3.091042453358316,20,16,1,1
2.9444389791664403,25,19,3,0
2.995732273553991,20,14,2,0
3.7376696182833684,45,6,2,0
3.091042453358316,15,17,2,0
3.6109179126442243,35,17,3,0
4.31748811353631,50,5,4,0
4.0943445622221,50,6,3,0
3.5263605246161616,35,13,3,0
3.091042453358316,20,13,2,0
4.143134726391533,70,12,3,0
3.295836866004329,25,19,4,0
3.8066624897703196,40,15,3,1
2.2925347571405443,30,41,4,0
3.1354942159291497,20,19,3,0
4.127134385045092,35,9,4,0
3.044522437723423,20,15,2,0
3.1354942159291497,25,19,3,1
